"model_id","seed","component","Feature","Gain","Cover","Frequency","rank"
"lightgbm_regularized_challenger",20260423,"frequency","DriverAge",0.410584092589491,0.298577625097594,0.226785714285714,1
"lightgbm_regularized_challenger",20260423,"frequency","logDensity",0.283762550366686,0.277952564359672,0.217261904761905,2
"lightgbm_regularized_challenger",20260423,"frequency","CarAge",0.0781158967268619,0.11858365307927,0.13452380952381,3
"lightgbm_regularized_challenger",20260423,"frequency","Power",0.065408634205257,0.0796432541010748,0.141666666666667,4
"lightgbm_regularized_challenger",20260423,"frequency","Gas",0.0558727642111015,0.0843482893429287,0.0666666666666667,5
"lightgbm_regularized_challenger",20260423,"frequency","Region",0.0535162186017742,0.0616151524147816,0.111904761904762,6
"lightgbm_regularized_challenger",20260423,"frequency","Brand",0.0527398432988283,0.0792794616046787,0.101190476190476,7
"lightgbm_regularized_challenger",20260423,"severity","DriverAge",0.374593018033525,0.339198219129568,0.25,1
"lightgbm_regularized_challenger",20260423,"severity","logDensity",0.185756956033074,0.223364917764283,0.244360902255639,2
"lightgbm_regularized_challenger",20260423,"severity","Power",0.174088961389762,0.13871241600048,0.18796992481203,3
"lightgbm_regularized_challenger",20260423,"severity","Region",0.1048247584541,0.148665320116909,0.101503759398496,4
"lightgbm_regularized_challenger",20260423,"severity","CarAge",0.080249108720989,0.064092877463416,0.107142857142857,5
"lightgbm_regularized_challenger",20260423,"severity","Brand",0.0693612439762305,0.0790583714309065,0.0958646616541353,6
"lightgbm_regularized_challenger",20260423,"severity","Gas",0.0111259533923196,0.0069078780944375,0.0131578947368421,7
"lightgbm_regularized_challenger",20260423,"capped_severity","logDensity",0.24428514626865,0.265350782454546,0.252747252747253,1
"lightgbm_regularized_challenger",20260423,"capped_severity","DriverAge",0.190419949447067,0.264163507303157,0.195054945054945,2
"lightgbm_regularized_challenger",20260423,"capped_severity","Power",0.184254785654962,0.136478544880341,0.173076923076923,3
"lightgbm_regularized_challenger",20260423,"capped_severity","Region",0.157491066306039,0.110924570041041,0.151098901098901,4
"lightgbm_regularized_challenger",20260423,"capped_severity","Brand",0.0977420290302354,0.116229321376167,0.101648351648352,5
"lightgbm_regularized_challenger",20260423,"capped_severity","CarAge",0.0958005995764276,0.0825707411904035,0.0934065934065934,6
"lightgbm_regularized_challenger",20260423,"capped_severity","Gas",0.0300064237166197,0.0242825327543443,0.032967032967033,7
"lightgbm_regularized_challenger",20260431,"frequency","DriverAge",0.403338398683063,0.288773385431131,0.22797619047619,1
"lightgbm_regularized_challenger",20260431,"frequency","logDensity",0.280542383365193,0.271916446857312,0.222619047619048,2
"lightgbm_regularized_challenger",20260431,"frequency","Brand",0.0682305158605792,0.0929805023107613,0.117261904761905,3
"lightgbm_regularized_challenger",20260431,"frequency","CarAge",0.0664245486889707,0.104966687981107,0.114285714285714,4
"lightgbm_regularized_challenger",20260431,"frequency","Power",0.0659755198140142,0.0865250884093787,0.144047619047619,5
"lightgbm_regularized_challenger",20260431,"frequency","Gas",0.0601172607407511,0.086364068595791,0.0636904761904762,6
"lightgbm_regularized_challenger",20260431,"frequency","Region",0.055371372847429,0.0684738204145183,0.110119047619048,7
"lightgbm_regularized_challenger",20260431,"severity","DriverAge",0.441002804575505,0.363171663805584,0.259398496240602,1
"lightgbm_regularized_challenger",20260431,"severity","logDensity",0.151393335511555,0.186406592120103,0.214285714285714,2
"lightgbm_regularized_challenger",20260431,"severity","Power",0.141944991766571,0.196494371916029,0.161654135338346,3
"lightgbm_regularized_challenger",20260431,"severity","CarAge",0.0945060785941987,0.0721143536715554,0.142857142857143,4
"lightgbm_regularized_challenger",20260431,"severity","Region",0.0807375804203111,0.0952595664677239,0.112781954887218,5
"lightgbm_regularized_challenger",20260431,"severity","Brand",0.0720373763946675,0.0645685135622277,0.0864661654135338,6
"lightgbm_regularized_challenger",20260431,"severity","Gas",0.0183778327371912,0.0219849384567772,0.0225563909774436,7
"lightgbm_regularized_challenger",20260431,"capped_severity","DriverAge",0.284295087129881,0.368193500173159,0.261904761904762,1
"lightgbm_regularized_challenger",20260431,"capped_severity","logDensity",0.180655446430868,0.139567042754984,0.194444444444444,2
"lightgbm_regularized_challenger",20260431,"capped_severity","Region",0.169475845465941,0.0961449428576636,0.170634920634921,3
"lightgbm_regularized_challenger",20260431,"capped_severity","Power",0.168687296868782,0.191931417044881,0.166666666666667,4
"lightgbm_regularized_challenger",20260431,"capped_severity","Brand",0.0925316770548955,0.0928798400865185,0.0992063492063492,5
"lightgbm_regularized_challenger",20260431,"capped_severity","CarAge",0.0791954590687589,0.0938871978078729,0.0833333333333333,6
"lightgbm_regularized_challenger",20260431,"capped_severity","Gas",0.0251591879808735,0.0173960592749212,0.0238095238095238,7
"lightgbm_regularized_challenger",20260439,"frequency","DriverAge",0.401323499946046,0.278812196911795,0.213333333333333,1
"lightgbm_regularized_challenger",20260439,"frequency","logDensity",0.267731075228832,0.256709854994609,0.210833333333333,2
"lightgbm_regularized_challenger",20260439,"frequency","CarAge",0.0804461217011148,0.121766265846051,0.128333333333333,3
"lightgbm_regularized_challenger",20260439,"frequency","Power",0.075075166660308,0.0857384275877514,0.151944444444444,4
"lightgbm_regularized_challenger",20260439,"frequency","Region",0.0659609012809671,0.0806811066208381,0.132222222222222,5
"lightgbm_regularized_challenger",20260439,"frequency","Brand",0.0610897099131191,0.0836183275054824,0.111388888888889,6
"lightgbm_regularized_challenger",20260439,"frequency","Gas",0.0483735252696135,0.0926738205334735,0.0519444444444444,7
"lightgbm_regularized_challenger",20260439,"severity","DriverAge",0.402159671379221,0.299728038549973,0.236263736263736,1
"lightgbm_regularized_challenger",20260439,"severity","logDensity",0.201871273071091,0.263886004701989,0.269230769230769,2
"lightgbm_regularized_challenger",20260439,"severity","Power",0.13598498721764,0.151652076155878,0.164835164835165,3
"lightgbm_regularized_challenger",20260439,"severity","Region",0.10004126873468,0.133893268683068,0.107142857142857,4
"lightgbm_regularized_challenger",20260439,"severity","CarAge",0.0853053277022671,0.0772058608901754,0.115384615384615,5
